t,x,v,a,id,lane,oldLane,pos,event,Vehicle
0,0,0,0,0,0,-1,1700,lane info,No vehicle yet
0,0,0,0,0,1,-1,300,lane info,No vehicle yet
0,0,0,0,0,2,-1,1000,lane info,No vehicle yet
0,0,0,0,0,3,-1,1700,lane info,No vehicle yet
0,0,0,0,0,4,-1,300,lane info,No vehicle yet
0,0,0,0,0,5,-1,1000,lane info,No vehicle yet
0,0,0,0,0,6,-1,1700,lane info,No vehicle yet
0,0,0,0,0,7,-1,300,lane info,No vehicle yet
8.92049595233061,0,27.77777777777778,0,0,-1,-1,0,start,electric car
8.92049595233061,0,27.77777777777778,0,0,0,-1,0,enter lane,electric car
8.92049595233061,0,27.77777777777778,0,333,-1,-1,0,start,HGV
8.92049595233061,0,27.77777777777778,0,333,6,-1,0,enter lane,HGV
9,2.21,27.777781673038067,9.798898047437873e-05,0,0,-1,2.21,timer,electric car
9,2.21,27.777780485309993,6.81105501949204e-05,333,6,-1,2.21,timer,HGV
10,25.98,22.43122430731567,9.772603073565136e-05,0,0,-1,25.98,timer,electric car
10,25.97,22.42601860539802,0.00011636244482513435,333,6,-1,25.97,timer,HGV
11,48.41,22.43141975937714,0.0002931780922069548,0,0,-1,48.41,timer,electric car
11,48.4,22.42625133028767,0.0003490873344754039,333,6,-1,48.4,timer,HGV
12,70.84,22.43181066350008,0.0004886301536782583,0,0,-1,70.84,timer,electric car
12,70.83,22.42671678006697,0.0005818122241256734,333,6,-1,70.83,timer,HGV
13,93.27,22.432397019684494,0.0006840822151495617,0,0,-1,93.27,timer,electric car
13,93.26,22.42741495473592,0.000814537113775943,333,6,-1,93.26,timer,HGV
14,115.7,22.433178827930377,0.0008795342766208652,0,0,-1,115.7,timer,electric car
14,115.69,22.42834585429452,0.0010472620034262126,333,6,-1,115.69,timer,HGV
15,138.13,22.43415608823773,0.0010749863380921686,0,0,-1,138.13,timer,electric car
15,138.12,22.42950947874277,0.0012799868930764822,333,6,-1,138.12,timer,HGV
16,160.56,22.43532880060656,0.001270438399563472,0,0,-1,160.56,timer,electric car
16,160.55,22.43090582808067,0.0015127117827267518,333,6,-1,160.55,timer,HGV
17,183.0,22.436696965036855,0.0014658904610347753,0,0,-1,183.0,timer,electric car
17,182.98,22.432534902308223,0.0017454366723770214,333,6,-1,182.98,timer,HGV
18,205.44,22.438260581528624,0.0016613425225060787,0,0,-1,205.44,timer,electric car
18,205.41,22.434396701425424,0.001978161562027291,333,6,-1,205.41,timer,HGV
19,227.88,22.440019650081865,0.001856794583977382,0,0,-1,227.88,timer,electric car
19,227.85,22.436491225432277,0.0022108864516775604,333,6,-1,227.85,timer,HGV
19.73300822719341,0,27.77777777777778,0,1,-1,-1,0,start,electric car
19.73300822719341,0,27.77777777777778,0,1,0,-1,0,enter lane,electric car
19.73300822719341,0,27.77777777777778,0,334,-1,-1,0,start,HGV
19.73300822719341,0,27.77777777777778,0,334,6,-1,0,enter lane,HGV
20,250.32,22.44197225526638,0.0020248833568427033,0,0,-1,250.32,timer,electric car
20,250.29,22.43881847432878,0.0024436113413278298,333,6,-1,250.29,timer,HGV
20,7.42,27.777791021822278,9.920938282719958e-05,1,0,-1,7.42,timer,electric car
20,7.42,27.77779625374853,0.00013840104927650255,334,6,-1,7.42,timer,HGV
21,272.76,22.443997138623224,0.0020248833568427033,0,0,-1,272.76,timer,electric car
21,272.73,22.441277806236403,0.002459902083603349,333,6,-1,272.73,timer,HGV
21,30.81,21.937620470748502,-0.00033178877945234405,1,0,-1,30.81,timer,electric car
21,31.21,22.461899794355386,-0.0005021119706174112,334,6,-1,31.21,timer,HGV
22,295.21,22.446022021980067,0.0020248833568427033,0,0,-1,295.21,timer,electric car
22,295.17,22.443737708320008,0.002459902083603349,333,6,-1,295.17,timer,HGV
22,52.75,21.9369568931896,-0.0009953663383570322,1,0,-1,52.75,timer,electric car
22,53.67,22.46089557041415,-0.0015063359118522336,334,6,-1,53.67,timer,HGV
23,317.66,22.44804690533691,0.0020248833568427033,0,0,-1,317.66,timer,electric car
23,317.61,22.446197610403612,0.002459902083603349,333,6,-1,317.61,timer,HGV
23,74.69,21.93562973807179,-0.0016589438972617202,1,0,-1,74.69,timer,electric car
23,76.13,22.458887122531678,-0.0025105598530870557,334,6,-1,76.13,timer,HGV
24,340.11,22.45007178869375,0.0020248833568427033,0,0,-1,340.11,timer,electric car
24,340.06,22.448657512487216,0.002459902083603349,333,6,-1,340.06,timer,HGV
24,96.62,21.933639005395076,-0.002322521456166408,1,0,-1,96.62,timer,electric car
24,98.59,22.455874450707974,-0.003514783794321878,334,6,-1,98.59,timer,HGV
25,362.56,22.452096672050594,0.0020248833568427033,0,0,-1,362.56,timer,electric car
25,362.51,22.45111741457082,0.002459902083603349,333,6,-1,362.51,timer,HGV
25,118.55,21.93098469515946,-0.002986099015071096,1,0,-1,118.55,timer,electric car
25,121.04,22.451857554943032,-0.0045190077355567,334,6,-1,121.04,timer,HGV
26,385.01,22.454121555407436,0.0020248833568427033,0,0,-1,385.01,timer,electric car
26,384.96,22.453577316654425,0.002459902083603349,333,6,-1,384.96,timer,HGV
26,140.48,21.927666807364936,-0.003649676573975784,1,0,-1,140.48,timer,electric car
26,143.49,22.446836435236857,-0.005523231676791522,334,6,-1,143.49,timer,HGV
27,407.47,22.45614643876428,0.0020248833568427033,0,0,-1,407.47,timer,electric car
27,407.41,22.45603721873803,0.002459902083603349,333,6,-1,407.41,timer,HGV
27,162.41,21.92368534201151,-0.004313254132880472,1,0,-1,162.41,timer,electric car
27,165.93,22.44081109158945,-0.006527455618026344,334,6,-1,165.93,timer,HGV
28,429.93,22.45817132212112,0.0020248833568427033,0,0,-1,429.93,timer,electric car
28,429.87,22.458497120821633,0.002459902083603349,333,6,-1,429.87,timer,HGV
28,184.33,21.919040299099176,-0.0049768316917851605,1,0,-1,184.33,timer,electric car
28,188.37,22.433781524000803,-0.007531679559261166,334,6,-1,188.37,timer,HGV
29,452.39,22.460196205477963,0.0020248833568427033,0,0,-1,452.39,timer,electric car
29,452.33,22.460957022905237,0.002459902083603349,333,6,-1,452.33,timer,HGV
29,206.25,21.91373167862794,-0.005640409250689849,1,0,-1,206.25,timer,electric car
29,210.8,22.425747732470924,-0.00853590350049599,334,6,-1,210.8,timer,HGV
30,474.85,22.462221088834806,0.0020248833568427033,0,0,-1,474.85,timer,electric car
30,474.79,22.46341692498884,0.002459902083603349,333,6,-1,474.79,timer,HGV
30,228.16,21.907762798485592,-0.006237629053704069,1,0,-1,228.16,timer,electric car
30,233.22,22.416709716999808,-0.009540127441730812,334,6,-1,233.22,timer,HGV
30.540066183704578,0,27.77777777777778,0,2,-1,-1,0,start,electric car
30.540066183704578,0,27.77777777777778,0,2,0,-1,0,enter lane,electric car
30.540066183704578,0,27.77777777777778,0,335,-1,-1,0,start,HGV
30.540066183704578,0,27.77777777777778,0,335,6,-1,0,enter lane,HGV
31,497.31,22.464245972191648,0.0020248833568427033,0,0,-1,497.31,timer,electric car
31,497.25,22.465876827072442,0.002459902083603349,333,6,-1,497.25,timer,HGV
31,250.06,21.90152516943189,-0.006237629053704069,1,0,-1,250.06,timer,electric car
31,255.64,22.40666747758746,-0.010544351382965635,334,6,-1,255.64,timer,HGV
31,12.78,27.777877370513608,0.00043307420458688685,2,0,-1,12.78,timer,electric car
31,12.78,27.77779711942282,8.41062098836421e-05,335,6,-1,12.78,timer,HGV
32,519.77,22.466270855548494,0.0020248833568427033,0,0,-1,519.77,timer,electric car
32,519.71,22.468336729156043,0.002459902083603349,333,6,-1,519.71,timer,HGV
32,271.96,21.89528754037818,-0.006237629053704069,1,0,-1,271.96,timer,electric car
32,278.04,22.39562101423388,-0.011548575324200457,334,6,-1,278.04,timer,HGV
32,36.22,21.99465641934957,-0.00020175243067953132,2,0,-1,36.22,timer,electric car
32,36.0,21.70175219141665,-3.807996750106123e-05,335,6,-1,36.0,timer,HGV
33,542.24,22.468295738905336,0.0020248833568427033,0,0,-1,542.24,timer,electric car
33,542.18,22.470796631239647,0.002459902083603349,333,6,-1,542.18,timer,HGV
33,293.85,21.889049911324477,-0.006237629053704069,1,0,-1,293.85,timer,electric car
33,300.43,22.383745112116035,-0.011960307140106733,334,6,-1,300.43,timer,HGV
33,58.21,21.99425291448821,-0.0006052572920385939,2,0,-1,58.21,timer,electric car
33,57.7,21.701676031481643,-0.0001142399025031837,335,6,-1,57.7,timer,HGV
34,564.71,22.47032062226218,0.0020248833568427033,0,0,-1,564.71,timer,electric car
34,564.65,22.47325653332325,0.002459902083603349,333,6,-1,564.65,timer,HGV
34,315.74,21.882812282270773,-0.006237629053704069,1,0,-1,315.74,timer,electric car
34,322.81,22.371784804975928,-0.011960307140106733,334,6,-1,322.81,timer,HGV
34,80.2,21.99344590476549,-0.0010087621533976566,2,0,-1,80.2,timer,electric car
34,79.4,21.701523711611635,-0.00019039983750530616,335,6,-1,79.4,timer,HGV
35,587.18,22.47234550561902,0.0020248833568427033,0,0,-1,587.18,timer,electric car
35,587.12,22.475716435406856,0.002459902083603349,333,6,-1,587.12,timer,HGV
35,337.62,21.87657465321707,-0.006237629053704069,1,0,-1,337.62,timer,electric car
35,345.18,22.35982449783582,-0.011960307140106733,334,6,-1,345.18,timer,HGV
35,102.19,21.992235390181413,-0.0014122670147567193,2,0,-1,102.19,timer,electric car
35,101.1,21.701295231806625,-0.0002665597725074286,335,6,-1,101.1,timer,HGV
36,609.65,22.474370388975863,0.0020248833568427033,0,0,-1,609.65,timer,electric car
36,609.6,22.47817633749046,0.002459902083603349,333,6,-1,609.6,timer,HGV
36,359.49,21.870337024163366,-0.006237629053704069,1,0,-1,359.49,timer,electric car
36,367.53,22.347864190695713,-0.011960307140106733,334,6,-1,367.53,timer,HGV
36,124.18,21.990621370735976,-0.001815771876115782,2,0,-1,124.18,timer,electric car
36,122.8,21.700990592066614,-0.00034271970750955106,335,6,-1,122.8,timer,HGV
37,632.13,22.476395272332706,0.0020248833568427033,0,0,-1,632.13,timer,electric car
37,632.08,22.480636239574064,0.002459902083603349,333,6,-1,632.08,timer,HGV
37,381.36,21.864099395109662,-0.006237629053704069,1,0,-1,381.36,timer,electric car
37,389.87,22.335903883555606,-0.011960307140106733,334,6,-1,389.87,timer,HGV
37,146.17,21.98860384642918,-0.0022192767374748447,2,0,-1,146.17,timer,electric car
37,144.5,21.7006097923916,-0.0004188796425116735,335,6,-1,144.5,timer,HGV
38,654.61,22.478420155689548,0.0020248833568427033,0,0,-1,654.61,timer,electric car
38,654.56,22.48309614165767,0.002459902083603349,333,6,-1,654.56,timer,HGV
38,403.22,21.857861766055958,-0.006237629053704069,1,0,-1,403.22,timer,electric car
38,412.2,22.3239435764155,-0.011960307140106733,334,6,-1,412.2,timer,HGV
38,168.16,21.986182817261025,-0.002622781598833907,2,0,-1,168.16,timer,electric car
38,166.2,21.700152832781583,-0.000495039577513796,335,6,-1,166.2,timer,HGV
39,677.09,22.48044503904639,0.0020248833568427033,0,0,-1,677.09,timer,electric car
39,677.04,22.485556043741273,0.002459902083603349,333,6,-1,677.04,timer,HGV
39,425.07,21.851624137002254,-0.006237629053704069,1,0,-1,425.07,timer,electric car
39,434.52,22.31198326927539,-0.011960307140106733,334,6,-1,434.52,timer,HGV
39,190.14,21.98335828323151,-0.0030262864601929697,2,0,-1,190.14,timer,electric car
39,187.9,21.699619713236565,-0.0005711995125159185,335,6,-1,187.9,timer,HGV
40,699.57,22.482469922403233,0.0020248833568427033,0,0,-1,699.57,timer,electric car
40,699.53,22.488015945824877,0.002459902083603349,333,6,-1,699.53,timer,HGV
40,446.92,21.84538650794855,-0.006237629053704069,1,0,-1,446.92,timer,electric car
40,456.83,22.300022962135284,-0.011960307140106733,334,6,-1,456.83,timer,HGV
40,212.12,21.980130244340636,-0.003429791321552032,2,0,-1,212.12,timer,electric car
40,209.6,21.699010433756545,-0.000647359447518041,335,6,-1,209.6,timer,HGV
41,722.05,22.484494805760075,0.0020248833568427033,0,0,-1,722.05,timer,electric car
41,722.02,22.49047584790848,0.002459902083603349,333,6,-1,722.02,timer,HGV
41,468.76,21.839148878894846,-0.006237629053704069,1,0,-1,468.76,timer,electric car
41,479.12,22.288062654995176,-0.011960307140106733,334,6,-1,479.12,timer,HGV
41,234.1,21.97652202316939,-0.0036961045300490138,2,0,-1,234.1,timer,electric car
41,231.3,21.6983499786082,-0.0006618298351684443,335,6,-1,231.3,timer,HGV
42,744.54,22.486519689116918,0.0020248833568427033,0,0,-1,744.54,timer,electric car
42,744.51,22.492935749992085,0.002459902083603349,333,6,-1,744.51,timer,HGV
42,490.6,21.832911249841143,-0.006237629053704069,1,0,-1,490.6,timer,electric car
42,501.4,22.27610234785507,-0.011960307140106733,334,6,-1,501.4,timer,HGV
42,256.07,21.97282591863934,-0.0036961045300490138,2,0,-1,256.07,timer,electric car
42,253.0,21.697688148773032,-0.0006618298351684443,335,6,-1,253.0,timer,HGV
42.21656640654163,0,27.77777777777778,0,3,-1,-1,0,start,electric car
42.21656640654163,0,27.77777777777778,0,3,0,-1,0,enter lane,electric car
42.21656640654163,0,27.77777777777778,0,336,-1,-1,0,start,HGV
42.21656640654163,0,27.77777777777778,0,336,6,-1,0,enter lane,HGV
43,767.03,22.48854457247376,0.0020248833568427033,0,0,-1,767.03,timer,electric car
43,767.0,22.495395652075686,0.002459902083603349,333,6,-1,767.0,timer,HGV
43,512.43,21.82667362078744,-0.006237629053704069,1,0,-1,512.43,timer,electric car
43,523.67,22.26414204071496,-0.011960307140106733,334,6,-1,523.67,timer,HGV
43,278.04,21.969129814109294,-0.0036961045300490138,2,0,-1,278.04,timer,electric car
43,274.7,21.697026318937866,-0.0006618298351684443,335,6,-1,274.7,timer,HGV
43,21.76,27.777846297993754,0.00017492284361415213,3,0,-1,21.76,timer,electric car
43,21.76,27.778030047187652,0.0006440096824580427,336,6,-1,21.76,timer,HGV
44,789.52,22.490569455830606,0.0020248833568427033,0,0,-1,789.52,timer,electric car
44,789.5,22.497855554159287,0.002459902083603349,333,6,-1,789.5,timer,HGV
44,534.25,21.82043599173373,-0.006237629053704069,1,0,-1,534.25,timer,electric car
44,545.93,22.252181733574854,-0.011960307140106733,334,6,-1,545.93,timer,HGV
44,300.0,21.965433709579244,-0.0036961045300490138,2,0,-1,300.0,timer,electric car
44,296.4,21.6963644891027,-0.0006618298351684443,335,6,-1,296.4,timer,HGV
44,45.56,22.47051826501278,-0.00046039752800331466,3,0,-1,45.56,timer,electric car
44,45.02,21.76230394936877,-0.00018929427992393126,336,6,-1,45.02,timer,HGV
45,812.01,22.49259433918745,0.0020248833568427033,0,0,-1,812.01,timer,electric car
45,812.0,22.50031545624289,0.002459902083603349,333,6,-1,812.0,timer,HGV
45,556.07,21.814198362680028,-0.006237629053704069,1,0,-1,556.07,timer,electric car
45,568.18,22.240221426434747,-0.011960307140106733,334,6,-1,568.18,timer,HGV
45,321.96,21.961737605049194,-0.0036961045300490138,2,0,-1,321.96,timer,electric car
45,318.1,21.695702659267532,-0.0006618298351684443,335,6,-1,318.1,timer,HGV
45,68.03,22.469597469956778,-0.001381192584009931,3,0,-1,68.03,timer,electric car
45,66.78,21.761925360808924,-0.0005678828397717884,336,6,-1,66.78,timer,HGV
46,834.5,22.49461922254429,0.0020248833568427033,0,0,-1,834.5,timer,electric car
46,834.5,22.502775358326495,0.002459902083603349,333,6,-1,834.5,timer,HGV
46,577.88,21.807960733626324,-0.006237629053704069,1,0,-1,577.88,timer,electric car
46,590.41,22.22826111929464,-0.011960307140106733,334,6,-1,590.41,timer,HGV
46,343.92,21.958041500519144,-0.0036961045300490138,2,0,-1,343.92,timer,electric car
46,339.8,21.695040829432365,-0.0006618298351684443,335,6,-1,339.8,timer,HGV
46,90.5,22.467755879844766,-0.0023019876400165473,3,0,-1,90.5,timer,electric car
46,88.54,21.76116818368923,-0.0009464713996196455,336,6,-1,88.54,timer,HGV
47,857.0,22.496644105901133,0.0020248833568427033,0,0,-1,857.0,timer,electric car
47,857.0,22.5052352604101,0.002459902083603349,333,6,-1,857.0,timer,HGV
